id,meterologist,degen
360,terra12urmhl3h4m2m9a0tj56k9kl5gnp07w8snx6hr7,24
361,terra12uw278sjmz6vtlrqxan0yz4s82spcyqak8lqc6,13
362,terra12v5f6pwnmyh2047nl9j8gdg02xew8a72538eh3,27
363,terra12vadt56fhkmhjug74lfzjpkqhyhtah6j7hegma,10
364,terra12vs6vkk74y0av7qm8yp79jwe677xptdl4g9nhw,1
365,terra12w2d60cs77trtvcn3lrw20e6th2ge3vhr7vq7y,13
366,terra12wg6fxhmv695gd0qwu5pn48kyq7rzqf6dzym5l,21
367,terra12wkysjdc7z4trzuvkg5n8tww9ztju23ykjz5vf,2
368,terra12wqscdgwtavqvn4fjwy4mg527dx5fglyv8hxc2,27
369,terra12wwcjknnqxg6976w9hyxtgsx0qm4lga5nrmjsy,10
370,terra12x3gqmukuz34chs644nd5j7lh6g7l6whjenvjp,1
371,terra12x5mtg3knhxyuw0el86n77qnt5xwundmzp82ka,24
372,terra12x85ay6t8dzc677eh56qrk54362rhg36ghkazy,2
373,terra12xdrtw0j4uvzmcnkla8spwzm4jv53gevuexfc7,19
374,terra12xgs0cdh5jl3exc9jf6kcr3cdpgnpt7udh8tnv,30
375,terra12xskt55gz68ze3mup5x0e6tjxylzs070239mug,27
376,terra12y0jkvchtlv70xrpe4e9ncywlfdpp56esver2t,1
377,terra12y3zr3e6wh3fl8dcd0fa7ev3ljzp3xtqpdkx48,14
378,terra12y8ya6nwk6ujp2xk2fvzj5ejxzm7dud533uhx2,27
379,terra12yae37r58chf5q7vrn38rm8l6x6q5phgdgw6sm,12
380,terra12yas9k8ku3ucsgaua9ga0zparx4k66e85lrud3,23
381,terra12ycawqhaqqcw3ys0y52qvxszwn33jj0988dx4j,27
382,terra12yl2v3cz7pq60xq4ldrgqmsuyrdtufxjrkwpn6,5
383,terra12ym8yv58zaeqz7pmuvq7f3g3qnqfhtjqv385fl,11
384,terra12yu2qjpqtcq6fl58q098l35ntar6vdzjzwlvrs,2
385,terra12yyh7sgmcjaxymgdyv79tnk748wk03ktlstwng,24
386,terra12yznk8la8l4k3vau6c3fkq0jkgrkxsw726qetz,24
387,terra12z4lgma9vld2gxzyhzsz4t3pc5l3adav3xdea8,17
388,terra12z6uurcndvv7lz98fpt7aej77j5jfglr0rzm9a,2
389,terra12zcywnajwmxrz2vjdwj0gawuuvufdmlzl8du9c,7
390,terra12zh5jngm5xxgvrg3m64u7r3y37ejhjxudqah73,27
391,terra12zm2cl8s3ykrnlh93cpp9hn7fk9kdm043k6l2u,4
392,terra1300anwm3cp9y0gpttu36gjaf9vetlrquexg8ru,22
393,terra130ef5vgxn77t0yzv2hmg9400qfjlwkklmuvhkh,30
394,terra130m8pzytt7vg9nrw4kdwf0kgz2t6eepf7x8c7u,2
395,terra130nts6semnpra70xtsj0h6v0luzwuk7tz8npsh,2
396,terra130wvy6q2r32lptmspvw2alnely06y0x7twnfds,1
397,terra130xc9jq9erslw9p8c0a4kj3jpmk35jxekua366,27
398,terra130xdxf50p8608j76hqkn8fxz6l9ehayyh7umw3,27
399,terra130z8lw92yqgp9rh8m2cqf93wqrvhs7rylurpl7,30
400,terra13238pj2qxdrhe76uw7fgk4dgstmcdy6xphsdka,10
401,terra1326wkzhzv8qgswuk4xq628yu38hk2g94xxlhjp,2
402,terra132ck5yt8xps5nf8ds4cgenfdwutmrs50ew0uk6,27
403,terra132h4ggagrxlnhx28j4q068le59ymlqvkuj4apa,27
404,terra132hzuh98s7utegmvdleznr0kvx9cspkqhzg8xs,27
405,terra132mv93prfsylmd0jltl599fr48zcnkcj33jj9s,27
406,terra132ymr5d9pftvhkev4aemxp57etl3e28ypu3e6q,22
407,terra1335szahdnu02eqr7njtakcmx37cyvgk6qkjln0,7
408,terra133a07gnmucntz8r0sp2rjak7q8ujp5ww6v6rdn,2
409,terra133ekycrv5d5tdd3ydaclfcrj8k0xrvyhudqks4,30
410,terra133nz8r95g05luthk9xv0lqslzh8nc5zp5cfaar,3
411,terra133q59mu5qjpf9mkq42e5r3p5pfzrrz4qjtypf9,24
412,terra133vqn63c7k3mapasttqt63k50asc2gzlq3rwsp,25
413,terra133xkd70agu465ggtkse6jd74ehjlmvppk252ft,10
414,terra133xmnyzq3wewln8t76yyfa2dham35gxpskjf57,1
415,terra133z7e39glyep7tdwqlhtnzp6z4qc7vd9sjqqed,25
416,terra1342gf6n9mdzgmf9drzr52ysgvl58sr9j0ljpnn,19
417,terra1344vzurhc03myhq5ejg08upjej98qzey039zat,10
418,terra1346jsqshaylh9j0aftcu4wxvaw4qck7ev9qul6,28
419,terra1346ss792syvuqq0cmmy4n2pwq6l4a2sq8e6p2s,7
420,terra134848xyvtt7rkz3g7zcrd8u9a288pr06v4l3my,27
421,terra134kel9ptejvacvxrvatwuph8uhflpazxjg4etg,9
422,terra134uvdf0x8wkxhsjagh9wdhml88ktgasp8g6snf,4
423,terra135346wtnmcmy03ygs9fxkrzhj9qvwfckrswhkc,20
424,terra1357sncwgrz2eway700u7uls4vzgurrrlxcw4y3,27
425,terra135hcr5uajv00w88wfk282tm9xk4ga6ushcaeqq,10
426,terra1368xjpaextleal5w6hnay37u0mktq962tdv4tk,2
427,terra136cv7h86wvaawlu9rjw540xnv9n5g8wdxk337g,7
428,terra136pmxndm2ztx5ye6a4entl4kuw7l39d6ndtf4e,2
429,terra136rmjldh8vh9udtmltlzpksyfl6axky4ynh3x2,27
430,terra136tnvxkemp9a3d85u4fkk5kt3fje97n3z59j4s,24
431,terra136zt0sn72gy7tdnrqfkrauqx580ek7y9ctv2zp,2
432,terra1379vm72u5unsgar4slgcylmppsjhxn3lcnme3l,15
433,terra137eha7336utz63cj35v00p9qhx29dks9qy4nw4,21
434,terra137ew20s75rh5mdk9m36lll6284lkzsppmcz7wd,9
435,terra137yvup6kpqwfa7f0ku6vvenhtfny9xskqgx29f,3
436,terra138689vz7wp6zerzlmmaxxjm8zu3lgm3nu8fm8l,5
437,terra1386delyrucwkymwf46umgq3fq0lkset8utteay,26
438,terra138dq6sv270gwatrwzucdndh7r7u4j5tznzd6zy,27
439,terra138j6m7fmwujresz3l3gt6yxafft7a2dg9effxl,26
440,terra138jz60f7z59c2u90vxv0gf862trrqjqg25njjr,14
441,terra138wgunvdrnyvwf48gegfxyse6nlmwp7all83hf,30
442,terra138ykl7mxswkc0puf9qnfl5jncxs5qzlfwxmpe7,2
443,terra138ype86lssr323hfge8t3euf65079wq07dwvz5,18
444,terra1394hq7l7xxzdvjhjk80s8s82rrw732g6wzvcne,30
445,terra139es4t4vj3kafaxk4z9ma9w5rdxfcvczs3e38g,2
446,terra139hpmpgjquz4sxen0jqp4drx0ym3a65hsalnsy,13
447,terra139qvxtuhvp73rqukq8wnqgnamldjflehqh2gpp,9
448,terra139zadlkpxf852znmvfgw5297pmzajpvytfyymg,15
449,terra139zsf8wzmzk4sjg3v4fxvq0u9x7v9vjgdyq800,4
450,terra139zu9tygw06g82kn4e2nke5rm9yec0c07u583r,15
451,terra13aa5mt27pruzjd55t3k95nze96c04h2da0k0n5,11
452,terra13ag6edtmpuk5a3rp4p9uavzmasp9herel2mfhl,13
453,terra13arfqy3t5t2wg29sr0uetd4lk3f20d45as93tu,14
454,terra13awelnlzdckaw5n3mwpqgzmrru0c88pyxeqvy8,3
455,terra13az4t5gnj5l2fvcwl6gpda6vck6wg4ecmlejcr,9
456,terra13c8lxyxemk4astxdd4v6cx4h2lgqsuq5445l4a,5
457,terra13c8tvlz67z9gchrpmhcdawna4k2h8uqhyytj00,4
458,terra13cdhpn5y4k5m2f0lngkpuk6evuj5snd6em8j7y,21
459,terra13cjgq2ge93gr48xnrgzq48ryjj6jf6j3sy6q4d,24
460,terra13cl76fjtygce9l4kduarqfv5fu8ne73v0r2qhd,18
461,terra13cnvnkcn87ntywqvd345ep3aklffwycq3eetta,11
462,terra13crhnlvd5ye5ydhufldr07ms4endm76g4l7cv0,24
463,terra13cx9ya7cn6x4rcfdqqqy4aunkrsmv9ke5sp549,25
464,terra13d43px7pa0u6kr0prtddz5p36p5rvssph47h32,2
465,terra13dkrjjm9vrq46mfjuv3swng6lam5ku7v63faa5,6
466,terra13dzyl7fhkgvty0nwngv9plp6glx2xsetvktl45,27
467,terra13e20jdp6vqtt6xk28mlqp4rx4fs9xm3na7mff2,12
468,terra13emdyum6s7v3vaew833euut7fd9ggw780ut3sj,27
469,terra13et0396pwr5mn6xckuqxgvetq7mcj3wj7j5vha,27
470,terra13evxfx54g0wk2v8z4z7wmnclzg0ju3q7f97lz3,5
471,terra13f3mfe3a0nc22shwg4z092hrazk4d05uuqq6yu,11
472,terra13f5lc3s50f24wngqrr04m03xlmv64rfwxcfee5,6
473,terra13f67wa5zxs5clxtyhmcufcz7tpxfqn4scumkc6,11
474,terra13f6uksvjycwq4x02a652kx6dg59436edf0a9h5,11
475,terra13f7k2840etsqnf45wfk80jcuutmedd9f4u78vj,1
476,terra13fa9gg76jwyc4lfkgz3k4lalrjx4xn6n4wfy95,25
477,terra13fdva43f2fvts85409rkqgdkzp4p4zkg29xuaz,7
478,terra13g4ww82tjnan3xtuull9xp2wfs8hl34mjnjcna,6
479,terra13g6mnhy5hpzksx3ldp3pqsq5exq0hpkf057wwh,2
480,terra13g9na52mndw9fz9rcrkk9x6qg90q5pjwymc3qr,10
481,terra13glfmv87uhna429q8nue3qjuulu45c7lg5qanm,7
482,terra13glq0zx55h8xksfekcaaz94582e9cn800njp86,2
483,terra13gp6u23dnczfq5a46r37aw6uuaxpm3z3pf7uyg,14
484,terra13guuy477kzqujn3ls99442qhtc7akq0ne6y468,22
485,terra13gy4ahyxushhuexrgvwyh7dgkzh700dhsw88lr,6
486,terra13h0qppf4d9f2snxa7nje8ashs7ph428v3j4yx0,29
487,terra13h3ersk4dnk50659echr7q55vpak76k952smuk,19
488,terra13he8njk26g6wp4v0xxhzm59rzmmdrtp6vl79z4,10
489,terra13hm33f3em5knelz5sw5c9fd2hvthn087yrp297,2
490,terra13hsapde2sc3hulfn6jd4exhkh7p98ck3mxns8j,9
491,terra13hueg0ecj64n9h3ryf9pm3pay9g27xahxe8z8q,1
492,terra13j4fk877fug5qdcawf00y92v4zf29xay4mc58z,19
493,terra13j79z9p6qy2xf79rm6ushym84ev2y8f8t587gd,12
494,terra13jcfzf5kk2dsssa0gp2u2ed4xptll8z2w7nkxq,18
495,terra13jr6a7y97dnk2zn95n8m8990rt794q5lfnfquk,15
496,terra13jwan68xz8xh0w9aae2896x0g5755l4tj2d5fy,27
497,terra13k4dnykuzclltq6j38aarj6mx5rqe3l33txtdx,14
498,terra13k97whvuwezx4da3rnchya5f2ztgphp543u37v,14
499,terra13kg23lky52qu7vndtpwak23g535hw6zcghq8jg,17
500,terra13kpv6gzkptw5kdlnlt6shge0cjv69pndaun050,7
501,terra13kpztxpfzl64qt7r2r7kl4yf5tg4s63pey74j2,22
502,terra13kq8l5tl4afsprsfd0ee95art3zu9xf7e0c4y0,3
503,terra13kr000m3etuccwrweguyk4daymtz3eu2xrutt6,25
504,terra13krw0uq3sw9ghed0rmpqmhwl8jk7k003vxaqz8,2
505,terra13l8gxecc0degfvhy5vq5ar970law6u6ak09y9g,20
506,terra13lcht8edj6h3dl34kewcalztv2stdcng2awtlj,13
507,terra13lf4vy2j83kl244f8j796873mxwf4lc7prmzly,25
508,terra13lf9qzfj6rl6j5ju8v5fds93l3wv2xkwc27lyw,4
509,terra13lm20nwwcpxwdh6289ukl370ej5pu25mnzv3ym,23
510,terra13lmw8m0x737qq4mae2pwk89tfp33fp079mq5k9,24
511,terra13ln5ljkpw0nfysjrg7p8wxyuynuv2rwduqly0v,29
512,terra13ltcf284zlj56gl8lrpx3qsm3qhj466jw6pq6d,2
513,terra13lyg9803mn2zwwugljag2wh8v5kr77qu4ctmta,14
514,terra13m526tck6fg64ljk483wc5usdc8hj63vxsste7,17
515,terra13ma4lu8x46vnt756qlxmvvdtvashck4040xtvt,3
516,terra13mmtk2kpnrxmvr32kk8tlnerz45dazjaa6wpgz,30
517,terra13n64tt8zf6v2jud7jzhpue8wxx3zgaapadq049,7
518,terra13ndlnkylx827x0gpxxfnqseqn69pjutaka6p2v,30
519,terra13nlfn4g48nfn9gtdtszef523vmck6sqs0t6aas,25
520,terra13nut0g8wemazyu0se9j78jyxw0w4r88hxt9usa,4
521,terra13nxtkm3y6elyuapq5ceysz7smlqzdgljxr9lm9,27
522,terra13pa2wux6s02xfe9gq2khzfdveyrxu2enpa9ah4,15
523,terra13prq88cwss3ve9pm2ja7590gmr7vm3lkvvsaz5,27
524,terra13q0ccszykugtntf6eqxadpjaqn0cmguu34tx55,2
525,terra13q2nzyua7zl9kznzcw7a4ydupf6gy5xk2j8xh2,2
526,terra13q6sa34lqjqrv9txf4f6gzywtsw358syqxw8wn,24
527,terra13q8q0vq7j52msrc5pc0jw5ugxvnl7tkmjj6pw4,25
528,terra13q8y7fuy5ng8mktnfmte86klymlecd29jcvd4p,22
529,terra13qa7rw3nhr0g26ww5r56g6afgmm6x6qqvt34sd,22
530,terra13qgveatdwtfhpts4ptx07qdzfnqqy9k8uegk4g,30
531,terra13qkg85q0ze9vywtfpczf0z2hnzylqe9gty5vmv,7
532,terra13qrmnd7lfcquah3g2d6kdh6d3ak7t9rnd3363r,16
533,terra13qvwd7shaysg5vvsl72x76ctmvvhr6n8vhcsc2,2
534,terra13qyaz83grjz0wzl4zgkuv8mpe5la6xt87gl6rf,27
535,terra13qyw6xz9ec5emtjlx795kllethl06l5ccj5c3g,16
536,terra13r4vaydmtemlr9euf67cuj8hrc9wd598p2sg62,2
537,terra13r5dqaxvl3vvgnfuwhxfp0xkuqz7wljasjk3fl,9
538,terra13rlzj66uslpfld3e496g5jz0yaxgzen63ae25l,14
539,terra13rm7qmqc82cxdz24a57yr0uzdqyfzd457ugkkc,19
540,terra13rnjuc46vtklj76hln3m8wkrus4j7m4xr6v70l,24
541,terra13rsyyy28t3ck89my9zg3krr5sryjz38tut36gf,10
542,terra13rzuyuysxsk7hafh3ueu6v7l2lcz0hxg4scdgs,24
543,terra13s4k065w726r0cj0nkcmnvc5pep6q4nent5wee,15
544,terra13s8rw82j4etd794m7907t5g8k8jrfz9zrmk3f5,30
545,terra13s9zdcsscsyyxpg6fykcp69th9mf5dcl95fcjc,24
546,terra13sa3ze4s959p6scv5raswu03k0sl83te8qqdg7,2
547,terra13sfa5825lclvnvucm4629c3v5a6mxxaw3s9q5l,14
548,terra13sg69gk8yzgt9cekd6unnpau0j7tsdy80cyga5,21
549,terra13smy4rl0aagnnwvul6qer7glm5fnlf66pz0wlm,2
550,terra13srx5uzdygpl27dr4xw6z9h7sr5kppj8znnhqj,1
551,terra13tmtavj9d05rjac7mv9tx9gtqn86r9ud935y4z,27
552,terra13tptqndvtg2sa4gakfqsgv9stwcyf9s804ytmq,14
553,terra13tyffnxfjh6adu55wfqg6l8wjyl6mzx9wcahqa,27
554,terra13u2tn4x88c2pdq6qv79w74cs9ccp86lczvyncp,7
555,terra13u4v6jw46hq7amjqr92wmvkk3vs52cdhfqyhqj,3
556,terra13u9etwt4xrelje2slpessl7x7dhj6ahueu0utn,15
557,terra13uanxtr3llvujskwx9rhf26q2jpmj4vpc545rw,30
558,terra13uaydh696wf7m4gf82dqtgdckew4ettk9lv680,27
559,terra13um8w62a6z3n6yhhs2svqc3h4h7gfrvl64k5z7,27
560,terra13uq9z6qw2f53c48usxcct4a496eauqkan435my,5
561,terra13uuea8tv6hdxc3l3s8t4f8mywgg02lljgz3u2q,30
562,terra13v26wph576f97fsderdhsc9g2ekrwdsz0kwsxa,5
563,terra13v8w3y076q8uldm75p84lxc4jn0vzjmpt2zm44,3
564,terra13vf0jap93hxajj8r777v4ql0xxqac3svjvy26x,26
565,terra13vg4ma68q36s8daz9yre03v0wmgsvcvvwlacs7,7
566,terra13vjuujw6dg3edl7eszv2ca797dlytqxxaegy0r,14
567,terra13vyjsa8aqg5gt6k9kk2z749422lf5yjl8m6h6q,24
568,terra13w0h5de86s3gxy062vxu3dfz53gxza342ujwhc,18
569,terra13wcl78tcqrn3sv38dmaxgy0zvsfn9q8pwwman9,8
570,terra13wh4pyt2vzyfudycx2lthsgjz92vz3fg7gekma,27
571,terra13whak9q4ch3tw6n0pk35yc7ahktneyztyg74tg,27
572,terra13wtuxkhfly9arrrdcsdkm8vt5n9rjmtc8fka98,29
573,terra13x45g6endmhafcf438f45g4pt7agt2jyw3vq6e,10
574,terra13x5nmrk7d2qnmg3qgh2h6dht498eta45tn6jqy,21
575,terra13x6g7c086w5ushnz7jsju0lxlhfwvnzxf0r4nd,4
576,terra13x9a6cy8j7g65xfgt3at0df5jh3rly0x2vq7z2,26
577,terra13x9gtfacufzexx5dcle0ynpkarn986ldfzh5g2,2
578,terra13xedcsd3nasmsvmdkv83qee6lw9x25glnplec4,27
579,terra13xgfvwefjnxur27gvnhlk6yes34l4n63ev6s4t,13
580,terra13xj4xx22anx45g04vnwtz0788g5w2hfx5wcvla,6
581,terra13xl05hsmgyc6zmshzhazlntjt0zsqtfczz6kms,2
582,terra13xn060md0lnes6kzxasggtekcruydmjjmj5d3z,7
583,terra13xzrwnsglwnmx9k5xn6rh9w5hu8e0g44k7grvd,27
584,terra13y982ufuqzrzc5lnkwz8n027uetvt4j456yew4,30
585,terra13ylhcmexe0yz4pzyd98dagsssgj6jmcezsr828,2
586,terra13ynw030unpn7g9yvjz6hfxep4ll9nm36s9aswd,6
587,terra13yzxajrntkdh99n7a3yvrd3m09n4t257gt7zk3,25
588,terra13z9ypws43nkghugydes57uu88vh9cgyxhgemn9,1
589,terra13zfy2h0yeng365tsjkla79hjmt5l4gqlu95fz7,18
590,terra13zkkd3nelprv9j8lhkh9qs6gfc3aw34m6uw6sl,25
591,terra13zqx7k63nmyk22qrmu583n35jjtjhkec5trzqk,11
592,terra13ztnmvn7w49hymgcynxkjxzzx0rskjkg2480ul,6
593,terra13zx9hqemfxztfvtguksjgwug4p7ndsvrwgywut,25
594,terra13zxh59w60tu8qj2e3u9cdyrgghz3u9ew4hv7nv,25
595,terra14033rwe4gl7ulg52ztrd69mf0vl6fu04jmeycx,22
596,terra140c93afxpttu8tqn8feme06k8hzfgn4tge43pw,4
597,terra140grqw3pd5tm8xxctuzlxhg22r0388ykz8awqk,14
598,terra140h2huqfh4l4nhukgqx3c672k3hqv0a40cxyaq,18
599,terra140q2qmc5qdg4rj5k4ypa2ug0t28f6kgktzzpyw,19
600,terra140qte4xal3r53fq5j6pv4kktxs9954cf67ndkg,2
601,terra142dwn65ennpxgaes3pcfpzxgppdwhk0yfd3kax,21
602,terra142gyal4vc8dq4kcry24szr70wff7rjkf9yrm59,30
603,terra142rhkk0s80kspu7sxa9kfk0a8x6wlgv0m3892h,19
604,terra1434qp5g0k4szr2j5jujsvah6krkm2l3502c5tz,21
605,terra1436w3hauz566ka3t046z4jystupp5m5yk2vg66,27
606,terra1437t9kjgpmhupjh2sm8rwwxaynzew0a0u0ld8h,27
607,terra143hlxv9nhpvyv9hgrec4alp3zmuhlc6lkzxzdd,14
608,terra143kcg4pnlsrpmtjmkkz9kxymxwh6xew4q5gz96,26
609,terra143lm2ymk6smndd7jye4tex3j76qrwt7gs7q3p7,7
610,terra143lsh2ptqe6k0qwn955hqdgzv7zpjth4jhwmtx,20
611,terra143r6dtgd5dhvc64866n3dmc8rmha7e5l200mkz,22
612,terra143t6fxm27w56kdsfur3kr4t3qxvpg8ed4nzdg7,2
613,terra143y3vasjy9y0ykreelwm5quf5hnds2tanqzlxc,27
614,terra143yt8a6ddap9smwz2atajzng90tqjtnusl4zxa,2
615,terra144555v5ug24cd72z20r3dd3axlzst82m8gzwzn,8
616,terra1445nfsgdmt5kpx5a3ptlx54s0zqzct0hjfsz8x,4
617,terra1446j5wsdqtn9uf5zxwyeg60t054zsq9cafmfg2,7
618,terra1448d8ju2tvuawd29hcpqu2qsq3rrh45azhejep,5
619,terra144ardhctpxylkjgl8us3x8p6gla48vdec3qze4,7
620,terra144e839d4zp2u00khyn3nnncvjnx4t05ehyf2aw,14
621,terra144vk9rhlk3l7tafufdqlm9mdhysyzmhc8ah8gn,21
622,terra144xhsyyltmvppash96uu2xrlgl7mzl7ydfjyg6,24
623,terra144xjjcdmwjzeyekcxrrqa4e4kk8y3plsr38c0k,30
624,terra1455gpmkdan7g2l2p2gx7hhcdj30fu5qtran4zq,13
625,terra145677lhzvt5njhlpqdrm6df6v0m5gap5m70qwv,30
626,terra145cdsuf966jda9avsckugetvny3kdymt0f02l9,18
627,terra145g66vy32wxn33lsshys90ltrdww9f9nqfgzn6,7
628,terra145hzc0jr4eu0dga8yeydgtcad25wt35svf5cr5,13
629,terra145sqve8jzcnlg2ftmmatp2pkxp00spu58t6rxa,7
630,terra145wpk4h8xccgkfapc2turj53ec4l5rt24zs243,11
631,terra145xtqh7wcp3fps4c7hlh5vq0tvp7jza3jc7yw3,27
632,terra14632xl6qusxcxj3zgqfjqhpdyw3yf2ncgdcxly,11
633,terra14696lvdjcz0d3z8hsljq2aq5hrfmt57pmvknwf,27
634,terra146g0cyny2mdrlx6u4zwh3kmreuezf8sel7agst,29
635,terra146h6rdkd5shalfxm5s87y6ht2erq32tgd2jecw,24
636,terra146h89ds7fzn69eadfcpj9mycqlf5ks2xjh5fjv,15
637,terra146mtjp6q5vcfwg4n5tdmc7yap5q83m2ru7ylxx,22
638,terra146pd0rdqkzd5lvac3sxze83rqg4c9md5ccmvxh,5
639,terra1478p9zx9vgcqzkzy263w5ysaj8pwysgry8q9cc,26
640,terra14796h9a6d7rf5amq3m74gltfxd85agwh3eznnl,18
641,terra147eqysky27zr6wv305mvzu982vyy2ndf07k4ge,2
642,terra147h6wjutfjsjud4xazgvef2k7tmdqtg46nl0s6,24
643,terra147knazjw2jes4nkj8625lakd07zhwu3ft5ndkn,17
644,terra147m7v36h2yrd6fg80je80sk8nef294aes8pxy5,20
645,terra147ydln83swxd4fh68dvfknxenrqvmz623ea36g,4
646,terra148723dqdq00zrnkvfwq832mgq8att3xwd8p8cd,10
647,terra148l24r2d8cj8zzk6ageyajz3q6xgra7cxtc42a,16
648,terra148ldqfh86qnl439a3tm70ek46px4a0mnsc0ytv,27
649,terra148ls06jlxefstq4nmpvq2e8kpyz0lp90rk25sy,26
650,terra148v44ys0n846jvwj39lsfysy9lqsfazs4d9led,30
651,terra1494duk4fu3p8qqlkashxafc5lar238r94mtuxa,30
652,terra1494qkum0qzmwxw0rkx42gkuuqt35xle9ey3v9n,8
653,terra14996wm47784n2e5rk0eqxafc3p3z975egm5wyj,21
654,terra149fueey2u8wkruftly9tuz566k0zwpyuutdvhu,11
655,terra149lekkw4usayggnq4054p6rgc3k8j47hdscwts,10
656,terra149vk6qkf7j5fr967k63e99nulea6ycg8n3t8h2,5
657,terra149xww4tse6386phdr2h4m8n93al54exy8twjtp,30
658,terra149zepnxdex7kzt5q3kh0cuk4kmrwpwucsqz7ax,16
659,terra14a50jxze3zdry696xhae8s26rpen0p536573qf,7
660,terra14a9mh9xh8w59ad47s7xayx5pfdp9c9r94yf3tv,26
661,terra14aa25zrscwzfq3lxs29htd242zyrrhjmd4pm29,28
662,terra14adaks3fpl34p2w3fwym96r8l5e8gtgrdcjldt,26
663,terra14adge4r5tvuvqjuvd66kgupmee8l39wnna2lg3,27
664,terra14af4kj6y8saadtwqytlnmgnynmywfksslrxwdu,24
665,terra14ag9z0dm6p4lp9sxt44rft387cqn3kx0x9jfdt,4
666,terra14al7zyge3xcynkt5zus92r5yft05xesvquaydr,4
667,terra14amqxkcekhmxm2vljz5n6t9at2dcykx22ycvn7,22
668,terra14auqdy9c4ql4y205a6hu6zh2zr5h5u3e8h8mww,13
669,terra14auvwj62seuhy4f6hakyfskllkkp28v4e3j5yz,15
670,terra14awh7c73lwnlylukezp46sqcpvk2uvuyw9wgak,8
671,terra14cn8c4tysravpdgr5x7tfscagxyjnljatrxs23,1
672,terra14cqvgl5nnugzw5feczjde7ljza5dduqcdmm3yj,19
673,terra14ctnaykp9nfwyhh9pe5hxpr53uun7gcxqnwuup,2
674,terra14cx93zy9u9fs2qvz6l4vpx9qz2w7jwzvuf7d8d,1
675,terra14cy52smgdt5slqza07gea66zy0mmudkd7kknmz,1
676,terra14d9tmct5pwa52kq5qw4zhgwwxna24n4qmr0xv4,1
677,terra14damcjv9anr9vhjdql9gjhhwkfupd2utd8fl9x,6
678,terra14dgn34gzwzn97h6w0lndhxwzm0f2e0qjcdtjxa,13
679,terra14dlf3ad8ulxq2ftkw2uspm7cm775sdqlpm09hd,10
680,terra14dmwl0m45alcm8lv3kywn0jem03l8v69q2knnz,27
681,terra14efmhqy67gm8canxjzv0y32mtcl520pzamz2eq,27
682,terra14eku9t477930c5j5y6w7kcumf6pw3hvux8tx2d,20
683,terra14el8swux0g3adzalpm4gwzwnc72syhtcdmqrmt,22
684,terra14ep245j7kern8u3pptlus3z55tg8tqhl9ekglw,25
685,terra14ettcucz7xw8dvax67rhna4j6qeq267gq80ndh,27
686,terra14fcx7ty706n9u0nr0xtxkgcm0w6tl0yahxpk0a,2
687,terra14fm7luqaskq0nfletsd7rqszeqcyuuflgvs2pd,15
688,terra14fzl8p5pkpstjxp0aand725t5st2m6yr2hdv49,28
689,terra14g0mf0pwwu5tnxvczzspwv6g4yv486hn64m347,24
690,terra14g3y4rfp97uunqyv30fzay0ach793lrjqln9ka,11
691,terra14gdystxcev8qt907gkkpp7gnardwcaxneq4098,2
692,terra14ggvensypy03hjrxaqs26h33x7ss2s3mc6rph8,11
693,terra14gk8wluh8tz8dvhvrk4dtll7y5zx6agph5mp0s,1
694,terra14gnygzfaq09ckkhzs6n5v7prxe96zv7ea9gqm4,7
695,terra14gqh2e0tpxgna9um5u655wqltrustpxdzwrts2,7
696,terra14gqzv8gvc6jck5jaxdpqjnzv32u2td7a3ej6dg,27
697,terra14gsh2yntau7jduwypwg9y6gnptpyy0z28v6hz6,2
698,terra14h98f4cvctf2s58qa2xft82lypkh46y4xhfgt9,20
699,terra14hmm073sxgu4vrv7r2xepddpc8z8j70cc09u4g,19
700,terra14hn66l5j7fglfxvslslk60jzpsq3s26089g9ep,24
701,terra14htd0h4057nnwnyvpfpfd3hslavyv8kcvr0aw5,1
702,terra14hzgm879luu0q9zv4da5a54kgjhwzq626ynr4u,20
703,terra14jh2ykdkhz6c6p5vezc2t23e30gkmxufclm9ng,2
704,terra14jj2dczv84dkye72kfta52zg0g6mddmpcf74ma,18
705,terra14jj49ma3lkez8w4f2eqf6epzje7e6ufmnqlcmp,16
706,terra14jvzcpn3wr57k572pepg3a0f862v8969m2d5kh,24
707,terra14jyevq052k9zk7jx98nkp2vmz2snpgfde0zqdu,11
708,terra14k6dsruwk7rcsxmgvrzt84hrfpf63csdf3ng7e,26
709,terra14l5gayf8azq53mmlmceglkn9ymgfhvw3wy2wz9,16
710,terra14laelyrjjf5k7t576qrvt8z5atwp69ar2lrpwj,25
711,terra14lflxz0p9et7gakn55x092vj8mdp6njwewevcv,15
712,terra14lfrflghl4zvtqyt202ckjqsuukmjy5dtkrhtn,10
713,terra14lm9kp3mpm5m5mmk9gwqt2lucp3msyfqjvfxja,27
714,terra14lmpaswygfmqtjumy3vz9zzrscc0a82qlt57kp,27
715,terra14m3yc43xyegp55w6tgnqvye7y46zc0twat2ksl,13
716,terra14m69zhaxpva5c05rqvzuwstpupy22sh683h02u,7
717,terra14m6py5vce5zt3d0mwjg8lgu9ddj3kjyytuf5tz,30
718,terra14mh39h8q952jzzu5hv5ssukf0npefv6sdj2jhr,4
719,terra14mrkq0qwl2emdcltyv80ptw9urslyl46gsx5jp,27
720,terra14n24ztv2mxqrf57nxcafd5qg8wvd8amjrrvl5x,14
